-18.5940485,-69.4784541,Arica  y  Parinacota,5,134,1.45  %,2
-19.923194,-69.51320319999999,Tarapaca,7,73,0.79  %,0
-23.6509279,-70.39750219999999,Antofagasta,19,211,2.28  %,1
-23.8634189,-69.1328491,Atacama,0,13,0.14  %,0
-29.9590009,-71.3389183,Coquimbo,0,68,0.73  %,0
-33.047238,-71.61268849999999,Valparaiso,15,345,3.73  %,4
-33.4375545,-70.6504896,Metropolitana,233,4915,53.12  %,51
-48.48218079999999,-72.5882957,O'Higgins,1,55,0.59  %,0
-35.5183364,-71.6884912,Maule,56,223,2.41  %,7
-36.7225743,-71.7622481,Nuble,17,656,7.09  %,11
-37.4464428,-72.1416132,Biobio,19,578,6.25  %,3
-38.948921,-72.331113,Araucania,25,907,9.80  %,22
-40.2310217,-72.331113,Los  Rios,1,154,1.66  %,3
-41.9197779,-72.1416132,Los  Lagos,13,412,4.45  %,6
-46.378345,-72.3007623,Aysen,0,7,0.08  %,0
-52.3680467,-70.98628459999999,Magallanes,34,501,5.42  %,6
-33.33878,-70.709953,Total,445,9252,100%,116